PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23
Par,Stonebridge Church,Main,2021-12-23 15:33,55,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Stonebridge Church,Main,2021-12-23 15:33,58,3,2,2,3,4,4,4,3,3,3,5,3,3,3,3,3,5,2,3,,,,,
Henning,Stonebridge Church,Main,2021-12-23 15:33,55,0,3,3,2,3,3,4,3,3,2,3,4,3,2,3,4,3,4,3,,,,,
Alex,Stonebridge Church,Main,2021-12-23 15:33,59,4,2,3,3,3,5,4,2,5,3,3,3,3,3,3,3,3,4,4,,,,,
BurtRuckus,Stonebridge Church,Main,2021-12-23 15:33,70,15,3,4,5,3,4,5,5,4,4,5,3,3,3,3,4,4,4,4,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-12-10 16:15,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-12-10 16:15,58,4,3,4,3,3,4,3,3,3,4,3,3,4,3,2,3,3,4,3,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-12-10 16:15,55,1,2,3,3,4,3,3,2,3,4,3,3,3,5,2,3,3,3,3,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-12-10 16:15,51,-3,3,3,3,2,3,3,3,3,2,3,4,3,3,2,3,3,2,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-11-23 15:08,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Bobby + Cody,Bear Branch Sportsfield Park,Main,2021-11-23 15:08,59,5,3,4,4,3,2,5,3,3,3,3,3,4,4,3,2,3,4,3,,,,,
Henning + Mears,Bear Branch Sportsfield Park,Main,2021-11-23 15:08,47,-7,3,2,3,3,3,3,2,2,2,2,3,3,3,2,2,3,3,3,,,,,
Jason D. + Alex,Bear Branch Sportsfield Park,Main,2021-11-23 15:08,47,-7,3,2,3,2,3,3,2,3,2,2,3,3,4,2,3,2,3,2,,,,,
Par,Brock Park Disc Golf Course,Long (Advanced) Layout,2021-11-14 08:50,59,,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,,,,,
Henning,Brock Park Disc Golf Course,Long (Advanced) Layout,2021-11-14 08:50,64,5,4,5,3,3,2,3,3,3,4,3,3,5,2,6,3,3,5,4,,,,,
Alex,Brock Park Disc Golf Course,Long (Advanced) Layout,2021-11-14 08:50,72,13,4,4,3,4,3,3,3,4,4,4,3,5,4,6,3,4,6,5,,,,,
Mike Bevel,Brock Park Disc Golf Course,Long (Advanced) Layout,2021-11-14 08:50,66,7,4,5,5,3,3,4,2,3,3,3,3,4,3,4,3,5,4,5,,,,,
Par,Stonebridge Church,Main,2021-11-13 08:58,55,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Stonebridge Church,Main,2021-11-13 08:58,63,8,3,3,5,3,5,5,3,3,3,4,4,2,3,2,3,4,3,5,,,,,
Henning,Stonebridge Church,Main,2021-11-13 08:58,55,0,2,2,3,2,3,4,3,3,3,3,3,2,4,2,4,3,4,5,,,,,
Mears,Stonebridge Church,Main,2021-11-13 08:58,56,1,3,2,4,2,3,5,4,3,3,3,2,3,3,4,3,3,3,3,,,,,
Jason D.,Stonebridge Church,Main,2021-11-13 08:58,64,9,3,3,4,3,4,5,3,4,2,3,3,2,4,4,5,5,3,4,,,,,
BurtRuckus,Stonebridge Church,Main,2021-11-13 08:58,70,15,4,3,4,3,5,5,4,5,4,4,4,3,3,5,5,3,3,3,,,,,
Par,T.C. Jester Park,Full 21 - White Tees,2021-11-09 16:32,63,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Cody,T.C. Jester Park,Full 21 - White Tees,2021-11-09 16:32,42,3,3,4,2,3,3,3,3,4,3,3,3,3,5,0,0,0,0,0,0,0,0,,
Henning,T.C. Jester Park,Full 21 - White Tees,2021-11-09 16:32,40,1,3,3,2,4,4,3,3,3,3,3,3,2,4,0,0,0,0,0,0,0,0,,
Alex,T.C. Jester Park,Full 21 - White Tees,2021-11-09 16:32,42,3,4,3,2,3,3,3,4,4,2,3,3,3,5,0,0,0,0,0,0,0,0,,
Par,Spring Valley Golf & Disc Golf,The Finesse (yellow),2021-11-05 16:14,58,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,,,,
Cody,Spring Valley Golf & Disc Golf,The Finesse (yellow),2021-11-05 16:14,57,11,3,6,4,3,5,3,4,2,4,3,0,3,3,4,5,5,0,0,0,,,,
Henning,Spring Valley Golf & Disc Golf,The Finesse (yellow),2021-11-05 16:14,57,11,5,4,4,3,4,3,4,3,3,5,0,3,3,4,4,5,0,0,0,,,,
Par,Bear Branch Sportsfield Park,Main,2021-11-02 16:52,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-11-02 16:52,55,1,2,2,2,3,4,4,2,2,2,3,5,3,4,3,3,3,4,4,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-11-02 16:52,49,-5,2,2,3,2,3,3,2,4,2,3,3,3,3,2,3,2,4,3,,,,,
Mears,Bear Branch Sportsfield Park,Main,2021-11-02 16:52,59,5,3,2,3,3,3,4,3,4,3,2,3,3,5,3,5,3,4,3,,,,,
Alex,Bear Branch Sportsfield Park,Main,2021-11-02 16:52,65,11,3,3,4,3,5,5,3,3,3,4,3,5,3,3,4,3,5,3,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-11-02 16:52,54,0,3,3,2,2,3,3,4,3,3,3,3,3,6,3,2,3,3,2,,,,,
Par,T.C. Jester Park,Full 21 - White Tees,2021-10-31 09:16,63,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Henning,T.C. Jester Park,Full 21 - White Tees,2021-10-31 09:16,54,6,3,5,4,2,2,3,3,3,3,4,4,3,5,3,4,3,0,0,0,0,0,,
Alex,T.C. Jester Park,Full 21 - White Tees,2021-10-31 09:16,50,5,4,4,3,3,3,3,3,4,3,3,3,3,4,3,0,4,0,0,0,0,0,,
Mears,T.C. Jester Park,Full 21 - White Tees,2021-10-31 09:16,42,0,3,4,3,2,3,3,3,3,4,2,3,3,3,0,3,0,0,0,0,0,0,,
Par,T.C. Jester Park,Full 21 - White Tees,2021-10-30 14:07,63,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Henning,T.C. Jester Park,Full 21 - White Tees,2021-10-30 14:07,62,-1,3,3,3,3,2,3,3,3,3,2,2,3,2,4,3,5,3,3,4,2,3,,
Alex,T.C. Jester Park,Full 21 - White Tees,2021-10-30 14:07,76,13,4,3,3,3,5,3,5,4,3,4,3,4,4,4,3,3,4,4,3,3,4,,
Jason D.,T.C. Jester Park,Full 21 - White Tees,2021-10-30 14:07,69,6,3,3,3,3,3,3,5,4,3,3,4,3,4,3,3,2,3,4,3,3,4,,
Par,Terramont Park,18 - (2) 9-Hole Rounds,2021-10-29 17:05,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Terramont Park,18 - (2) 9-Hole Rounds,2021-10-29 17:05,61,7,2,4,4,3,3,3,3,3,2,3,6,3,4,4,5,2,3,4,,,,,
Henning,Terramont Park,18 - (2) 9-Hole Rounds,2021-10-29 17:05,66,12,4,4,3,5,4,4,4,4,2,3,4,3,5,5,3,3,3,3,,,,,
Mears,Terramont Park,18 - (2) 9-Hole Rounds,2021-10-29 17:05,60,6,3,3,3,3,3,3,3,3,3,4,4,3,5,3,4,3,4,3,,,,,
Alex,Terramont Park,18 - (2) 9-Hole Rounds,2021-10-29 17:05,74,20,5,4,4,5,4,5,2,5,3,4,5,4,5,4,6,2,4,3,,,,,
BurtRuckus,Terramont Park,18 - (2) 9-Hole Rounds,2021-10-29 17:05,69,15,4,5,4,4,5,4,2,4,3,3,6,4,5,4,3,3,3,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-10-28 17:13,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-10-28 17:13,61,7,4,4,3,3,4,3,2,3,3,3,6,3,4,4,2,4,3,3,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-10-28 17:13,63,9,4,3,4,3,3,3,4,3,3,4,3,4,5,3,3,3,5,3,,,,,
Mears,Bear Branch Sportsfield Park,Main,2021-10-28 17:13,65,11,3,4,4,3,4,4,3,3,3,5,4,6,3,3,3,3,3,4,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-10-26 17:07,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-10-26 17:07,60,6,3,2,4,3,5,4,3,3,4,3,5,2,4,2,3,3,3,4,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-10-26 17:07,55,1,2,2,4,2,4,3,2,4,2,4,4,5,3,3,3,3,2,3,,,,,
Alex,Bear Branch Sportsfield Park,Main,2021-10-26 17:07,69,15,3,3,3,4,5,3,3,4,4,3,4,2,5,4,4,6,5,4,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-10-26 17:07,55,1,4,3,4,3,4,4,2,2,3,3,3,3,3,3,3,3,2,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-10-22 16:55,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Henning + Cody,Bear Branch Sportsfield Park,Main,2021-10-22 16:55,44,-10,2,2,3,3,3,3,2,3,2,2,3,3,3,2,2,2,2,2,,,,,
Bobby + Mears,Bear Branch Sportsfield Park,Main,2021-10-22 16:55,57,3,3,3,3,4,4,4,3,2,3,2,3,4,4,3,3,3,3,3,,,,,
Mike Bevel + Jason D.,Bear Branch Sportsfield Park,Main,2021-10-22 16:55,51,-3,2,2,3,3,3,3,2,2,3,3,3,4,4,3,2,3,3,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-10-04 17:05,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody + Alex,Bear Branch Sportsfield Park,Main,2021-10-04 17:05,55,1,3,2,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,,,,,
BurtRuckus + Mears,Bear Branch Sportsfield Park,Main,2021-10-04 17:05,49,-5,2,3,3,2,3,3,3,3,2,3,3,3,4,2,2,3,3,2,,,,,
Henning + Jason D.,Bear Branch Sportsfield Park,Main,2021-10-04 17:05,47,-7,2,2,2,2,3,4,2,3,2,2,4,3,3,2,3,3,3,2,,,,,
Par,Terramont Park,18 - (2) 9-Hole Rounds,2021-09-22 17:10,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Terramont Park,18 - (2) 9-Hole Rounds,2021-09-22 17:10,54,0,2,6,4,4,3,3,2,2,2,2,4,3,3,3,2,3,3,3,,,,,
Henning,Terramont Park,18 - (2) 9-Hole Rounds,2021-09-22 17:10,59,5,2,4,3,4,2,2,3,2,5,3,5,3,3,3,4,3,3,5,,,,,
Mears,Terramont Park,18 - (2) 9-Hole Rounds,2021-09-22 17:10,62,8,2,5,4,3,5,5,3,4,2,4,4,3,3,3,3,4,2,3,,,,,
Alex,Terramont Park,18 - (2) 9-Hole Rounds,2021-09-22 17:10,63,9,3,4,3,4,4,5,3,3,3,3,4,3,4,4,4,2,3,4,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-09-21 17:05,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-09-21 17:05,59,5,2,2,3,4,3,5,3,3,3,3,4,5,4,2,4,3,3,3,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-09-21 17:05,56,2,3,2,4,3,3,4,3,3,2,3,3,3,5,2,2,2,5,4,,,,,
Mears,Bear Branch Sportsfield Park,Main,2021-09-21 17:05,54,0,2,3,3,2,3,3,3,3,2,3,4,4,5,3,2,3,4,2,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-09-21 17:05,55,1,3,3,3,3,4,3,3,2,3,3,3,4,4,3,2,3,3,3,,,,,
Mike Bevel,Bear Branch Sportsfield Park,Main,2021-09-21 17:05,57,3,3,2,3,4,5,4,3,4,3,2,3,4,4,2,2,3,3,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-09-17 16:55,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-09-17 16:55,55,1,2,3,3,2,3,3,3,2,3,3,4,5,4,2,2,3,3,5,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-09-17 16:55,58,4,4,3,3,4,2,5,3,2,3,2,3,2,4,4,3,5,3,3,,,,,
Mears,Bear Branch Sportsfield Park,Main,2021-09-17 16:55,55,1,2,4,3,4,3,3,2,4,2,3,3,4,3,4,2,4,3,2,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-09-17 16:55,60,6,3,3,3,3,3,4,3,2,3,3,4,4,5,4,3,4,4,2,,,,,
Par,Northside Christian Church,Main,2021-09-15 17:07,57,,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,,,,,
Cody + Mike Bevel,Northside Christian Church,Main,2021-09-15 17:07,56,-1,4,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,5,,,,,
Henning + Mears,Northside Christian Church,Main,2021-09-15 17:07,57,0,4,3,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,4,,,,,
Jason D. + Alex,Northside Christian Church,Main,2021-09-15 17:07,59,2,5,2,3,3,3,3,2,4,3,3,3,3,3,3,4,3,3,6,,,,,
Par,Stonebridge Church,Main,2021-09-10 17:14,55,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Stonebridge Church,Main,2021-09-10 17:14,65,10,3,3,4,4,3,4,3,2,4,4,5,3,5,2,3,5,4,4,,,,,
Henning,Stonebridge Church,Main,2021-09-10 17:14,57,2,3,2,5,3,3,4,3,4,2,3,5,2,3,3,2,4,3,3,,,,,
Alex,Stonebridge Church,Main,2021-09-10 17:14,69,14,3,5,4,6,3,5,4,3,4,4,4,3,3,3,4,5,3,3,,,,,
Par,Terramont Park,Main,2021-09-09 18:16,27,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Cody,Terramont Park,Main,2021-09-09 18:16,29,2,4,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Henning,Terramont Park,Main,2021-09-09 18:16,30,3,4,3,4,4,3,3,3,3,3,,,,,,,,,,,,,,
Par,Terramont Park,Main,2021-09-09 17:36,28,,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Cody,Terramont Park,Main,2021-09-09 17:36,27,-1,2,3,4,3,3,4,3,3,2,,,,,,,,,,,,,,
Henning,Terramont Park,Main,2021-09-09 17:36,29,1,4,3,5,3,3,3,3,3,2,,,,,,,,,,,,,,
Par,Terramont Park,Main,2021-09-08 18:55,28,,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Cody,Terramont Park,Main,2021-09-08 18:55,28,0,3,3,4,3,4,4,2,2,3,,,,,,,,,,,,,,
Killamon Daru,Terramont Park,Main,2021-09-08 18:55,33,5,3,6,3,4,4,4,3,3,3,,,,,,,,,,,,,,
Henning,Terramont Park,Main,2021-09-08 18:55,31,3,3,4,3,3,3,3,5,3,4,,,,,,,,,,,,,,
Discer,Terramont Park,Main,2021-09-08 18:55,28,0,3,4,4,3,3,4,3,2,2,,,,,,,,,,,,,,
Par,Terramont Park,Main,2021-09-08 17:43,28,,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Cody,Terramont Park,Main,2021-09-08 17:43,30,2,2,3,3,3,3,7,3,3,3,,,,,,,,,,,,,,
Henning,Terramont Park,Main,2021-09-08 17:43,28,0,2,4,4,3,3,4,3,2,3,,,,,,,,,,,,,,
Killamon Daru,Terramont Park,Main,2021-09-08 17:43,29,1,3,4,3,3,4,4,3,3,2,,,,,,,,,,,,,,
Discer,Terramont Park,Main,2021-09-08 17:43,25,-3,2,4,3,3,3,3,2,2,3,,,,,,,,,,,,,,
Par,T.C. Jester Park,Full 21 - White Tees,2021-09-07 17:25,63,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Henning,T.C. Jester Park,Full 21 - White Tees,2021-09-07 17:25,62,-1,3,3,3,3,4,3,4,3,2,2,5,2,3,2,3,2,3,3,3,3,3,,
Alex,T.C. Jester Park,Full 21 - White Tees,2021-09-07 17:25,70,7,3,4,4,3,2,3,4,4,2,3,4,3,3,3,3,4,5,3,3,3,4,,
Par,Terramont Park,Main,2021-08-31 19:09,28,,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Cody,Terramont Park,Main,2021-08-31 19:09,31,3,3,4,4,3,3,4,3,4,3,,,,,,,,,,,,,,
Henning,Terramont Park,Main,2021-08-31 19:09,26,-2,3,4,3,3,3,3,3,2,2,,,,,,,,,,,,,,
Mears,Terramont Park,Main,2021-08-31 19:09,29,1,4,4,4,3,3,2,3,3,3,,,,,,,,,,,,,,
Alex,Terramont Park,Main,2021-08-31 19:09,32,4,3,4,3,4,4,5,3,3,3,,,,,,,,,,,,,,
Jason D.,Terramont Park,Main,2021-08-31 19:09,29,1,3,4,3,3,3,5,3,3,2,,,,,,,,,,,,,,
Par,Terramont Park,Main,2021-08-31 18:08,28,,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,
Cody,Terramont Park,Main,2021-08-31 18:08,31,3,3,5,3,4,3,4,3,3,3,,,,,,,,,,,,,,
Henning,Terramont Park,Main,2021-08-31 18:08,31,3,4,4,4,3,3,4,3,4,2,,,,,,,,,,,,,,
Mears,Terramont Park,Main,2021-08-31 18:08,28,0,3,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,
Alex,Terramont Park,Main,2021-08-31 18:08,32,4,3,5,4,4,3,4,3,3,3,,,,,,,,,,,,,,
Jason D.,Terramont Park,Main,2021-08-31 18:08,32,4,4,5,3,3,3,4,4,3,3,,,,,,,,,,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-08-25 17:58,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-08-25 17:58,57,3,3,2,4,3,4,4,3,2,2,3,4,4,4,3,3,2,3,4,,,,,
Mike Bevel,Bear Branch Sportsfield Park,Main,2021-08-25 17:58,66,12,4,3,4,3,5,4,4,5,2,4,4,3,4,3,3,4,3,4,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-08-25 17:58,62,8,4,4,3,3,4,4,2,3,3,2,4,4,4,3,2,4,5,4,,,,,
Alex,Bear Branch Sportsfield Park,Main,2021-08-25 17:58,64,10,3,3,4,3,5,4,3,3,3,4,4,4,4,2,5,4,3,3,,,,,
Par,Stonebridge Church,Main,2021-08-24 18:05,55,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Stonebridge Church,Main,2021-08-24 18:05,62,7,2,4,4,3,3,4,2,3,4,4,3,4,5,3,3,5,3,3,,,,,
Henning,Stonebridge Church,Main,2021-08-24 18:05,57,2,2,2,5,4,3,4,5,3,2,3,3,4,2,3,3,4,2,3,,,,,
Mears,Stonebridge Church,Main,2021-08-24 18:05,58,3,3,4,5,4,4,4,3,3,4,3,3,2,2,3,4,3,2,2,,,,,
Alex,Stonebridge Church,Main,2021-08-24 18:05,64,9,1,2,4,3,4,4,6,3,3,3,4,4,3,3,5,4,4,4,,,,,
Jason D.,Stonebridge Church,Main,2021-08-24 18:05,60,5,3,3,4,2,5,7,3,2,3,3,4,3,3,3,3,3,3,3,,,,,
Par,Zube Park DGC,White Tees,2021-08-21 08:32,57,,3,3,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,,,,,
Mears,Zube Park DGC,White Tees,2021-08-21 08:32,54,-3,3,3,3,3,3,3,2,3,3,3,5,3,4,2,2,3,3,3,,,,,
Alex,Zube Park DGC,White Tees,2021-08-21 08:32,59,2,3,3,4,2,3,2,3,3,3,3,6,4,4,2,4,3,3,4,,,,,
Henning,Zube Park DGC,White Tees,2021-08-21 08:32,56,-1,4,3,3,2,3,3,3,3,2,4,5,3,4,2,3,3,3,3,,,,,
Jason D.,Zube Park DGC,White Tees,2021-08-21 08:32,57,0,3,3,4,3,4,3,3,3,3,3,5,3,3,2,3,3,3,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-08-16 17:10,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-08-16 17:10,62,8,3,3,3,3,3,3,5,3,4,3,4,4,5,2,3,4,3,4,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-08-16 17:10,59,5,3,2,3,3,3,5,3,3,2,3,4,3,5,3,4,3,4,3,,,,,
Mears,Bear Branch Sportsfield Park,Main,2021-08-16 17:10,57,3,3,3,3,3,4,5,3,2,3,3,3,3,4,3,2,4,3,3,,,,,
Alex,Bear Branch Sportsfield Park,Main,2021-08-16 17:10,64,10,3,3,3,3,5,4,2,3,4,3,4,4,4,3,4,4,4,4,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-08-16 17:10,61,7,3,2,3,5,5,3,3,3,4,3,3,4,4,3,4,3,3,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-08-12 17:52,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Mears,Bear Branch Sportsfield Park,Main,2021-08-12 17:52,60,6,4,4,3,2,5,4,3,3,3,3,3,4,3,2,3,3,4,4,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-08-12 17:52,55,1,4,2,4,3,3,4,2,3,2,3,3,3,5,2,2,3,4,3,,,,,
Alex,Bear Branch Sportsfield Park,Main,2021-08-12 17:52,71,17,4,5,5,4,5,3,4,3,4,5,3,4,6,3,3,3,3,4,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-08-12 17:52,66,12,3,2,5,3,5,4,3,4,2,4,5,4,5,2,3,4,4,4,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-08-12 17:52,62,8,3,3,5,2,4,4,2,2,3,2,4,4,6,3,3,4,4,4,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-08-10 17:48,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-08-10 17:48,60,6,2,4,4,3,3,3,3,4,2,3,3,3,4,2,4,4,4,5,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-08-10 17:48,54,0,2,2,3,2,4,3,3,3,3,2,4,3,5,3,4,3,3,2,,,,,
Par,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,63,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Cody,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,69,6,2,4,3,3,4,5,3,3,2,3,3,3,4,3,2,4,4,4,3,3,4,,
Henning,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,67,4,4,4,4,3,3,3,3,3,3,2,3,3,4,3,3,3,4,3,3,3,3,,
Mears,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,59,-4,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,,
Alex,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,79,16,4,5,3,3,5,3,4,3,3,4,3,4,4,4,5,2,4,3,3,5,5,,
Jason D.,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,64,1,2,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,,
BurtRuckus,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,75,12,5,4,3,4,3,4,4,3,2,3,4,5,4,3,3,2,4,4,3,5,3,,
Bobby,Agnes Moffitt Park,Main Short White 21,2021-08-08 09:05,82,19,4,3,3,3,4,4,5,4,4,3,4,5,4,4,3,4,3,4,5,5,4,,
Par,Bear Branch Sportsfield Park,Main,2021-08-06 18:13,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-08-06 18:13,56,2,3,5,4,3,5,4,2,2,2,3,3,3,3,3,3,3,2,3,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-08-06 18:13,59,5,3,3,3,4,3,3,2,3,3,4,4,4,4,3,3,4,4,2,,,,,
Mears,Bear Branch Sportsfield Park,Main,2021-08-06 18:13,60,6,3,3,3,4,4,3,3,4,2,3,3,4,5,3,4,3,3,3,,,,,
Alex,Bear Branch Sportsfield Park,Main,2021-08-06 18:13,69,15,4,3,4,3,4,5,3,2,5,5,4,5,5,3,4,3,4,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-08-04 17:59,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-08-04 17:59,59,5,4,3,3,2,4,4,3,3,3,2,4,4,4,2,2,6,3,3,,,,,
Alex,Bear Branch Sportsfield Park,Main,2021-08-04 17:59,63,9,3,2,5,3,4,3,3,2,3,4,3,4,4,4,3,4,4,5,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-08-04 17:59,59,5,4,3,4,3,2,3,3,3,3,3,4,3,5,3,3,3,4,3,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-08-04 17:59,55,1,2,3,4,3,3,4,2,2,2,3,4,6,4,3,2,2,3,3,,,,,
Par,Bear Branch Sportsfield Park,Main,2021-08-03 16:52,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,
Cody,Bear Branch Sportsfield Park,Main,2021-08-03 16:52,61,7,4,3,4,3,4,3,2,3,3,2,3,4,3,5,3,4,3,5,,,,,
Henning,Bear Branch Sportsfield Park,Main,2021-08-03 16:52,54,0,3,3,4,2,4,3,3,2,2,2,4,4,3,2,4,3,3,3,,,,,
Jason D.,Bear Branch Sportsfield Park,Main,2021-08-03 16:52,48,-6,3,3,3,2,3,3,2,3,2,2,3,3,3,2,3,3,3,2,,,,,
Par,Zube Park DGC,Blue Tees (Main),2021-08-01 08:14,55,,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,,,,,
Cody,Zube Park DGC,Blue Tees (Main),2021-08-01 08:14,64,9,4,5,5,3,2,2,3,2,3,3,5,5,3,3,3,4,4,5,,,,,
Henning,Zube Park DGC,Blue Tees (Main),2021-08-01 08:14,56,1,3,2,4,2,3,2,4,4,2,3,5,4,2,4,3,3,2,4,,,,,
Mears,Zube Park DGC,Blue Tees (Main),2021-08-01 08:14,52,-3,3,3,3,2,3,2,4,2,2,4,5,4,2,3,2,2,3,3,,,,,
Alex,Zube Park DGC,Blue Tees (Main),2021-08-01 08:14,63,8,3,4,4,2,3,3,2,3,4,3,7,4,3,5,3,3,3,4,,,,,
Jason D.,Zube Park DGC,Blue Tees (Main),2021-08-01 08:14,58,3,2,4,3,3,3,3,3,3,3,3,6,3,3,3,3,4,3,3,,,,,
